"Speaker","Word","approximants","Begin_Time_s","End_Time_s","Duration_ms","F0_20","F0_50","F0_80","F1_20","F1_50","F1_80","F2_20","F2_50","F2_80","F3_20","F3_50","F3_80","appsequence","vocalic","POA","Education","Age","Gender","POB","Manner","approximants_only"
"Jos14","wing","w/ɪ",72.69,72.72,30,250.0914082,249.1166785,248.2184944,497.3338055,494.0135674,494.6585544,1779.020397,1660.043315,1660.072377,2747.64169,2702.314476,2760.514064,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos14","way","w/eɪ",73.19,73.29385558,103.8555823,NA,206.1494758,207.6195911,459.6144114,481.635626,438.4628712,1830.953803,1845.429549,1748.852886,2508.312919,2545.979122,2568.255403,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos14","why","w/aɪ",73.91,74.03,120,425.1682846,222.2180484,225.502243,431.5014117,479.1704027,621.977873,1681.900507,865.5593318,1217.379886,2627.027678,2698.207862,2156.473172,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos14","awake","w/eɪ",74.76731982,74.84408153,76.76171053,220.7132809,231.4002559,235.7054617,457.8190125,466.3481571,474.6034769,1492.867817,1876.12193,1764.870602,2360.735896,2577.677603,2542.432428,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos14","runway","r/ʌ",75.35,75.47,120,217.8009172,224.697557,228.4270599,561.0368525,620.0546942,530.0421586,1235.564322,1275.071789,1112.126555,2219.607127,2444.211746,2682.956599,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos14","runway","w/eɪ",75.57,75.69,120,219.2416612,212.7377438,205.1121657,432.3722584,443.7839515,417.8193619,1205.745586,1176.591845,1225.348831,3034.14929,2896.258336,2744.855233,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos14","clockwise","w/ʌ",76.01086454,76.08010059,69.23605263,203.1894377,205.6433448,207.2629737,538.3641403,428.1835957,428.0861892,1129.366543,1251.228553,1042.291201,2508.831338,2626.013277,2557.194718,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos14","somewhere","l/ɒ",76.74325322,76.7899123,46.65907895,219.9468843,219.6883879,219.7921758,474.2316887,500.1096523,512.2176951,1216.850549,1213.401111,1207.699997,2808.172185,2388.801307,3113.984826,"lV","prevocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos14","somewhere","w/aɪ",76.93892033,77.00063072,61.71039474,207.3688827,204.7072338,200.7469533,575.6999146,614.1138738,576.4979733,1087.818154,1833.470319,1588.793712,2669.099284,2555.808893,2407.905817,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos14","newswire","w/e",77.71227059,77.78,67.72940789,225.2549832,219.3928187,213.2312534,450.7163847,443.1904887,490.3899363,1328.348638,1329.521111,1398.283785,2739.204403,2714.554549,3015.05223,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos14","newswire","j/u:",78.28745589,78.32658931,39.13342105,229.7340806,234.123414,236.9416751,454.9332171,376.6600053,391.3840647,1281.124433,1306.484692,1242.233657,2466.202386,2534.241832,2612.807361,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos14","newswire","w/aɪ",78.51623589,78.57365322,57.41733155,222.0852748,219.1106385,218.4757646,534.1617927,439.1727254,435.7828419,1050.22536,957.0751443,976.54381,2546.375348,2747.079594,2540.619574,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos14","when","w/e",79.09,79.16,70,211.0281272,218.4195334,221.8126094,423.2143355,442.7779567,444.2343736,1313.24734,1290.799161,1724.87371,3024.331646,2775.258487,2857.087716,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos14","you","j/u:",79.76,79.85,90,227.7698264,224.5221818,209.1541286,262.4762522,318.2854428,409.5381502,1712.303228,1870.08388,1859.377991,2626.457828,2683.856345,2870.862193,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos14","europe","j/ɜ:",80.33,80.42193646,91.93645808,134.8712525,211.0092071,216.5046272,614.0894709,520.9865029,640.3887389,1466.416885,1126.298862,1409.686214,2648.07469,2642.524648,2792.306136,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos14","europe","j/ʌ",81.03435843,81.12767658,93.31815789,228.3190475,231.7846728,232.2330936,564.307298,454.251156,443.1298532,1355.417775,1370.936167,1364.888954,2513.906362,2684.492746,2959.723192,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos14","eulogy","j/u:",81.66951033,81.75552513,86.01479855,234.474296,239.0223308,243.78191,292.3871078,282.2105747,380.0160115,1403.599818,1409.581867,1285.754422,2579.332205,2573.710699,2471.396603,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos14","eulogy","vrv",81.82024579,81.87593566,55.68986842,224.9743659,221.8641402,219.7175976,406.6331168,434.9536624,438.206834,1123.063328,1312.263598,1383.661063,2481.698441,2505.156276,2523.959725,"VrV","intervocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos14","eulogy","j/u:",82.32803158,82.41231895,84.28736842,242.0142632,244.6046739,240.6886464,524.3698524,516.9241649,494.5905092,1549.769838,1609.384784,1503.160166,2454.094219,2579.385761,2427.032265,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos14","eulogy","vlv",82.46800882,82.5101525,42.14368421,220.0528607,220.3786814,217.6316608,444.7011192,441.8365681,442.4384544,1254.939877,1267.715599,1310.320634,2441.147207,2343.497756,2269.1646,"VlV","intervocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos14","queue","j/u:",83.19,83.25411836,64.11835653,119.6038522,117.4847349,114.2290329,492.5526624,307.6023271,702.045116,1338.464175,1326.572929,1766.87149,2469.969179,2571.628707,2667.899719,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos14","huge","j/u:",83.71,83.8,90,252.1857563,255.6840678,256.1528738,225.2295726,936.6873852,363.8699965,1806.241294,2255.150485,1950.524969,3288.567113,3012.401329,3071.454437,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos14","new","j/u:",84.43,84.49,60,240.6073636,238.1368482,236.1274711,473.7654316,457.1368982,442.8311575,1641.389725,1410.589861,1135.985091,2646.599447,2650.286165,2670.501042,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos14","music","j/u:",84.96292263,85.02463303,61.71039474,221.4530675,225.0951335,230.4918374,313.5062462,336.528111,302.8093567,1508.266378,1537.093163,1530.515068,2407.047245,2389.431083,2624.336687,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos14","year","j/ɜ:",85.66,85.71,50,211.5396907,206.0808575,208.0439418,376.7310213,442.2143266,427.654905,1305.464872,1345.712706,1364.050617,3206.707425,3192.813985,3044.31771,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos15","Newton","j/u:",0.14,0.19,50,284.2645204,281.7016817,277.789342,567.0637864,563.2984519,557.5846317,1458.901091,1408.549327,1387.798132,2918.936501,2825.373943,3018.835559,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos15","runs","r/ʌ",1.23,1.299099322,69.09932211,222.3559245,217.3119465,214.9738598,811.4790392,749.002082,846.5894182,1631.650441,1703.568864,1655.336881,2403.364462,1897.291063,1956.10976,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","floor","l/ɔ:",3.67,3.75,80,224.6073525,224.3662675,224.9843921,443.5360433,408.5282163,446.109623,1593.10644,1569.019628,1501.774355,2945.729653,2946.427004,2823.506194,"lV","prevocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","new","j/u:",4.2,4.26,60,217.899589,219.5651267,220.0782794,468.8020088,452.2179519,441.371761,1375.504368,2339.00318,1396.420762,2407.945152,2543.415925,2846.929337,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos15","from","r/ɒ",4.74,4.77,30,188.9325294,187.1285771,186.5293885,593.1436961,583.7460563,583.1865281,1493.438525,1497.684938,1489.782805,2776.218851,2846.540048,2704.955419,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","Europe","j/u:",4.94,5.050546353,110.5463532,NA,407.7335371,200.7783197,475.7261897,428.608172,415.3337527,2279.593548,2234.281093,2315.018765,2828.299933,2843.498358,2874.153897,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos15","Europe","r/ə",5.141381095,5.186130563,44.74946828,202.0889144,192.6217263,190.1562355,421.6240846,423.6683389,425.9934649,1963.579301,1875.575971,1792.273904,2448.432,2475.582243,2444.2753,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","music","j/u:",5.85,5.92,70,242.410057,258.176169,258.6195147,475.1967719,496.2461949,476.790671,2440.773229,2327.550572,2344.560016,3094.756244,3092.603362,3020.128972,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos15","quest","w/e",6.73,6.76,30,216.2663514,212.5601269,210.6548264,488.773901,535.3432127,601.2532513,1724.103095,1854.46497,1974.156251,2738.257998,2729.439266,2817.904032,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos15","quite","w/aɪ",7.16,7.19,30,202.3380367,196.7721917,192.1082708,611.5030289,633.6851266,651.718316,1453.421757,1464.538256,1499.968314,2407.989829,2393.165897,2409.551921,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos15",NA,"w/ɪ",8.218145772,8.256216215,38.07044317,209.3653435,203.9986443,200.3045033,564.2025843,498.5000111,449.2701783,1685.721265,1672.623929,2244.027121,2560.093422,2668.254488,2568.743592,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos15","in","l/ɪ",8.40649428,8.453247456,46.75317582,220.9104405,207.5610013,199.2736856,1527.268423,368.4632458,413.9523854,2298.621988,1927.168064,1900.197234,3715.44871,2955.131141,2906.938727,"lV","prevocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","bridge","r/ɪ",10.2,10.24,40,213.0185904,210.0805033,205.403315,418.5673403,420.1439995,418.3344281,2380.336216,2360.770649,2401.506641,2754.17479,2915.186983,2800.312502,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","lyrics","l/ɪ",11.11842841,11.15382724,35.39883312,215.6470651,214.38134,212.7498726,405.131301,390.3293279,401.2081205,2317.664948,2352.382399,2330.335355,3029.600348,2981.986821,2947.409304,"lV","prevocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","lyrics","r/ɪ",11.21059896,11.29074726,80.1483014,196.2817263,191.4538886,190.3137434,416.9323873,397.3377487,389.7621513,2272.68386,2320.869284,2434.163288,2649.981595,2796.280518,2880.510137,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","young","j/ʌ",12.61,12.7,90,206.5295931,211.9128066,221.7620922,468.4868045,489.3538622,611.1639955,2304.456134,1866.259755,1538.057034,2854.220191,2841.137007,2341.893927,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos15","pew","j/u:",13.93,13.99,60,216.4145666,215.6572562,214.8474226,377.5171737,377.2271582,380.60947,2311.50711,2017.933543,1933.913451,2819.751912,2787.95834,2813.988892,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos15","muse","j/u:",14.26,14.32,60,195.5640581,195.3360654,194.2307616,574.8978337,571.0429704,541.1736796,1921.129261,1821.505612,1733.189342,2486.445081,2776.880968,2812.297956,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos15","quails","w/eɪ",16.16010966,16.28166792,121.5582571,NA,216.2610962,209.9526595,817.0803021,443.5535466,559.7015803,1625.915724,1640.97651,1491.147839,2933.379665,2721.487234,2893.970686,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos15","Queen","w/ɪ",17.14,17.17,30,191.6786184,186.21077,182.7579737,603.5963698,565.4810287,553.8300966,2427.114743,2404.207671,2336.290427,2979.055983,2967.712515,2918.658888,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos15","Queen","w/ɪ",18.12,18.15,30,264.7750284,266.8674767,268.9099309,518.9514689,509.6143456,518.1438989,2385.831615,2398.590838,2412.816953,2949.822457,3005.809532,3088.390604,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos15","reads","r/ɪ",18.32,18.36,40,238.6224575,243.714951,237.6356257,465.6739007,463.5328777,392.7383169,1934.416164,2059.160165,2197.832147,3198.374076,2461.968756,2545.2054,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","pew","j/u:",20.11,20.25,140,236.762921,222.3215416,222.3177681,495.4756011,407.2259118,439.9045596,2311.052403,2132.779404,1525.460098,2959.575325,2902.156866,2740.927388,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos15","swallows","w/æ",20.56,20.62,60,210.4898524,202.4781564,198.3184747,473.13261,597.832166,692.5637821,1046.865059,1178.761595,1443.925736,3064.828996,2368.929201,1864.957782,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos15","swallows","vlv",20.66,20.69,30,200.8287324,201.1289302,199.8366718,702.856127,649.4097749,610.7650337,1637.66106,1689.149306,1676.430374,2283.130558,2072.770136,2074.804244,"VlV","intervocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","few","j/u:",21.26,21.37,110,214.0102282,212.7484141,209.0865592,427.6026295,440.1252085,407.3025299,2112.466201,1880.827096,1804.265115,2790.956242,2646.02362,2770.234406,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos15","eulogy","j/u:",23.01314248,23.08260435,69.46186122,240.3271271,241.1826366,239.1246638,403.1258109,423.781768,471.7082806,2369.421935,1939.021381,1841.990866,2891.899676,2829.721623,2828.363595,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos15","eulogy","vlv",23.13870816,23.19,51.2918428,217.1224983,211.0659084,208.0290539,487.0266681,600.9771169,613.4506763,1508.829118,1478.191834,1460.092203,2713.700428,2933.427131,2831.812964,"VlV","intervocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","wing","w/ɪ",25.35,25.38,30,217.838176,233.6157526,240.1868943,510.2252751,474.0519799,468.3907237,1523.644643,1680.103838,1891.511183,3023.321134,2585.144464,2588.320951,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos15","that","ɔ:/r",26.10722405,26.15,42.77594923,221.9240585,221.0597697,219.9835273,652.8944817,654.5780617,655.0953616,1481.874637,1482.405886,1496.109217,3020.865721,2943.853493,2916.385654,"Vr","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","stew","j/u:",27.06,27.17,110,232.9562974,234.8889456,232.8199789,265.7023475,334.2759101,327.6116231,2314.702797,1892.12935,1556.35129,2838.94082,2765.6189,2568.398975,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos15","all","ɔ;/l",27.87878231,27.94,61.2176921,213.5917717,206.9928766,196.1156054,447.6027071,446.4263641,408.5787253,1137.481294,1102.212085,1205.734169,2658.345167,2423.803262,2230.019493,"Vj","postvocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","resides","r/ɪ",27.94,28.03030877,90.30876509,193.8953094,186.8463338,193.7388952,484.568323,535.0740764,601.7845257,1117.288165,1374.131168,1600.469666,2574.089379,2542.812694,3338.296122,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","premises","r/e",29.75,29.82069941,70.69940819,121.6823389,224.7101862,224.5601957,454.2115714,364.4093009,358.773046,1892.43117,1626.991394,1472.884583,2380.11168,2355.233025,2265.825456,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","terrestrial","r/e",30.99935556,31.05182955,52.47399542,211.0899924,211.4333184,212.4187437,468.9525384,466.6390259,499.0787532,1928.453484,1857.824507,2009.554094,2459.644895,2486.881729,2818.329041,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","terrestrial","r/ɪ",31.31231153,31.3577289,45.4173708,205.682289,199.3039152,192.3743131,470.748031,562.7275605,604.8007653,1905.89832,1786.452739,1669.358651,2486.464606,2319.030148,2409.760892,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","somewhere","w/e",32.64,32.67,30,225.8599831,224.9345203,225.1715845,454.7210125,458.1483392,459.5736239,1945.732492,2022.189692,2092.712561,2891.208684,2906.185099,2899.788369,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos15","clockwise","l/ɒ",33.66,33.70869017,48.69016571,230.8549338,228.0788436,230.739031,461.521837,450.12308,517.6640067,1703.054987,1749.375566,1419.112954,2903.388323,2911.574246,2920.957409,"lV","prevocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","clockwise","w/aɪ",33.97,34.01,40,212.2735442,210.2492431,205.3790328,625.0517174,645.7560471,666.530307,1143.035723,1246.283788,1409.567503,2413.12238,2467.687264,2465.856018,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos15","runaway","r/ʌ",34.6,34.63,30,222.1991499,222.6113519,223.4822018,451.8792208,457.7379291,472.481534,1909.621397,1806.089249,1720.05967,2400.648976,2425.136747,2416.472242,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","runaway","w/eɪ",34.89,34.92,30,210.759707,213.6520979,214.4654415,424.7484861,429.9062205,434.5164118,1839.142574,1896.55025,1965.411813,2283.754425,2407.515117,2597.409245,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos15","from","r/ɒ",35.18,35.21,30,186.3590505,185.9880529,185.7250217,599.2457247,585.2863971,569.4259775,1417.756155,1375.559556,1364.760022,2794.645419,2508.948667,2458.396307,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","where","w/e",35.62,35.69275265,72.75264762,215.3830796,219.435852,222.3979831,414.1232696,393.7760029,427.3002201,1722.190688,1776.471922,2100.61712,2891.251071,2852.998262,2879.495031,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos15","fellows","vlv",36.74,36.84785887,107.8588676,224.5491329,208.0279148,205.4730545,1295.258704,406.0390391,411.2951816,2458.575253,1468.487279,1467.396462,3597.619315,2945.301801,2962.431816,"VlV","intervocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","shallow","vlv",38.6,38.66,60,205.56193,206.2075808,204.8834747,501.2606189,555.7865888,524.2743688,1308.991743,1472.208922,1456.508895,2601.50294,1764.320176,2931.619814,"VlV","intervocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","roof-like","r/u:",38.79,38.89683992,106.8399247,190.3424058,188.5431432,187.6487763,458.5713807,417.5252934,403.109611,1378.488021,1714.848089,1615.045301,2233.842687,2331.885005,2276.37177,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","roof-like","l/aɪ",39.56,39.61,50,198.4239142,201.0139905,194.2472409,520.8889512,607.2256801,659.1658403,1567.382559,1854.749722,2020.970776,2577.420701,2548.037181,2996.500971,"lV","prevocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","narrow","vrv",40.46,40.5,40,209.7954598,209.2801447,207.7516287,449.7078857,464.6047222,448.0567919,1433.513842,1400.874843,1351.417118,2270.68774,2236.880831,2175.131676,"VrV","intervocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","window","w/ɪ",40.57,40.68,110,206.8818559,207.6546203,198.3339619,564.5149264,462.5830822,409.8845331,1336.106117,1621.162708,1749.485414,2600.43304,3151.272681,2893.181388,"wV","prevocalic","bilabial","Degree","Young adult","female","North","glide","w"
"Jos15","from","r/ɒ",42.42,42.46,40,181.4292455,178.9127364,176.5814749,622.6974574,652.6322841,692.0751761,1589.721903,1547.541679,1496.39818,2293.672562,2443.096288,2588.051738,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","rain","r/eɪ",42.81,42.86,50,188.9473563,195.2688424,197.7456265,363.0932168,393.6441586,418.7049046,1843.988392,2024.134966,2200.028375,2662.85621,2618.747716,2867.494241,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","almost","ɔ:/l",43.80126854,43.91214036,110.8718169,241.1590938,245.658933,243.8669723,452.0046105,518.1560537,499.4401975,1226.442255,1105.355524,1261.490043,2935.404978,2858.170725,2937.958379,"Vl","prevocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","mar","a:/r",44.26820498,44.34,71.79501511,210.1255686,208.2042275,202.4289714,805.8774063,799.05455,692.952859,1494.624421,1761.850632,1573.367327,2867.086399,2842.650801,2013.440343,"Vr","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","Newton","j/u:",47.39,47.48,90,202.1875763,202.9005328,200.0075225,439.7725347,434.6907188,439.7855593,2324.992333,1857.7084,1719.031746,2694.554533,2745.626428,2704.833348,"jV","prevocalic","palatal","Degree","Young adult","female","North","glide","j"
"Jos15","all","ɔ:/l",49.93,50.04,110,209.1478569,211.7333618,210.0906075,503.3543037,638.1991059,626.7393129,1476.90866,1355.151364,1513.63268,2676.439106,2797.893499,2561.520487,"Vl","prevocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","near","ɪə/r",51.96882434,52.11,141.1756629,221.930421,223.9149087,219.8461434,493.6341954,546.9248124,652.4567195,2331.010118,2346.667871,2267.57611,2909.510447,2727.027421,3037.680202,"Vr","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","sparrow","vrv",53.58,53.66,80,208.8888833,203.5634407,NA,700.950399,680.0571988,674.9096469,1788.976766,1571.454366,1705.028876,2418.014348,2377.440447,2516.634074,"VrV","intervocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","write","r/aɪ",55.63,55.73,100,209.8573391,223.696795,231.8064085,421.0725751,475.3128043,690.7516717,1532.399082,1649.233592,1813.438636,2292.498074,2255.929485,2176.591192,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","history","r/ɪ",56.26,56.29,30,192.206479,188.7865788,185.468946,408.6063685,391.9783395,384.1027946,2389.997041,2408.522844,2321.499041,2924.635525,2950.523511,2938.648434,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","race","r/eɪ",57.21,57.2971715,87.17150167,198.5331328,204.2135833,208.2045555,360.0708199,395.5986628,418.9820648,1742.008431,1738.208529,1870.239795,2196.635321,2390.908438,2420.535056,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","everyone","r/ɪ",57.94,57.97,30,221.9784939,220.8758303,220.6122726,439.6186281,440.8687783,439.6844424,1943.044889,2015.311763,2052.720658,2418.011654,2429.921912,2485.170099,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","follow","vlv",58.7,58.77669671,76.69670503,212.6021042,212.2316801,212.5916028,450.488433,462.6981392,457.0289796,1632.065046,1510.090593,1525.627409,2892.03606,2818.725756,2766.451726,"VlV","intervocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","Lord","l/ɔ:",59.17,59.28,110,192.3811778,189.8751495,188.6279577,578.0268214,562.3047867,597.394537,1302.32623,1497.129269,1553.840874,3326.661168,3700.374689,1849.201725,"lV","prevocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","break","r/eɪ",59.96,60.03,70,206.6856507,213.4146536,212.515799,418.217459,440.3821487,431.4335798,1846.556839,1992.954607,2183.51948,2359.15033,2395.453656,2735.103053,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","fallow","vlv",60.60520116,60.68802107,82.81991145,201.2335151,192.7334979,NA,617.8193932,612.1263071,551.4696054,1026.632994,1751.860178,1544.897538,3093.532289,2898.721255,3196.618962,"VlV","intervocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","ground","r/aʊ",61.1,61.13,30,194.722739,194.6594275,194.5345928,456.0546382,486.8657332,565.8457475,1487.861405,1480.300858,1397.341162,2725.7253,2623.261268,2594.516394,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","mother","ə/r",63.7197733,63.81,90.22670352,205.3498543,205.2734718,169.5754285,773.9286168,793.7085092,810.4381461,1734.453006,1635.272732,1341.348274,2891.869929,2561.116522,2632.650121,"Vr","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","read","r/ɪ",64,64.06,60,188.1921601,188.5863807,192.4856903,398.1929079,363.3215916,377.5563002,1879.898703,1947.009602,2310.375076,2415.328165,2887.515725,2918.516479,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","par","a:/r",65.38423189,65.46838761,84.15571648,185.1274782,189.3532163,187.0944913,863.1649443,763.9916542,837.2662136,1451.044409,1467.441572,1563.973904,3035.298517,3122.849289,3090.196615,"Vr","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","below","vlv",65.65,65.76931347,119.313474,194.8839925,195.9618853,197.122863,399.0283655,487.1905938,471.4809037,1446.986304,1090.297307,988.1978572,2962.434566,2965.58072,2911.41012,"VlV","intervocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","rain","r/ɪ",69.7,69.81,110,108.6964858,112.3748693,115.6332071,393.8995859,413.4248673,326.9035579,1365.961071,1706.760313,1689.74287,2323.849705,2465.40716,2286.658571,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","race","r/aɪ",70.58,70.63,50,211.8826593,215.1998905,219.0543891,653.2318615,842.5146742,873.0302268,1708.128402,1919.690612,2020.559649,2468.583656,2192.751177,2779.636797,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","race","r/eɪ",71.44876432,71.50353232,54.76800596,220.4127736,224.7808781,225.5046369,435.9213941,444.3211839,437.6565397,1877.767068,2005.758247,2191.263656,2654.402976,2673.489151,2867.425128,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","wrap","r/æ",72.85195697,72.913404,61.44703108,430.1877578,428.7622147,427.1907003,526.8411946,562.3432371,497.5727182,1297.353031,1286.333127,1334.323369,2340.723075,2113.621583,2161.242,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","trade","r/eɪ",73.71,73.74,30,231.8741554,231.1032239,230.0742329,427.4943499,431.8346602,438.9120588,2114.557641,2153.193923,1808.766106,2447.358002,2332.927258,2296.53317,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","sparrow","vrv",74.61,74.68,70,221.4433052,203.049238,194.3464315,605.2140159,514.1876821,587.5025703,1682.981078,1629.296952,1523.542391,2439.640716,2360.894216,2246.883883,"VrV","intervocalic","palatal","Degree","Young adult","female","North","liquid","r"
"Jos15","lyric","l/ɪ",75.15,75.27,120,233.309479,234.8682015,230.3985302,173.6567032,1705.628987,688.3482934,1700.668214,2850.201271,1992.63206,2866.375919,3681.886586,2884.057056,"lV","prevocalic","alveolar","Degree","Young adult","female","North","liquid","l"
"Jos15","lyric","r/ɪ",75.74,75.77,30,341.4565658,341.95935,343.8753273,351.3112483,344.9204724,353.2347899,1804.860448,1906.940905,1946.778264,2698.031106,2704.084976,2662.038083,"rV","prevocalic","palatal","Degree","Young adult","female","North","liquid","r"
